datelastmodified	basisofrecord	country	stateprovince	institutioncode	collectioncode	catalognumber	kingdom	phylum	taxonclass	ordem	family	genus	species	subspecies	scientificname	scientificnameauthor	typestatus	yearcollected	monthcollected	daycollected	collector	collectornumber	fieldnumber	julianday	timeofday	identifiedby	yearidentified	monthidentified	dayidentified	continentocean	county	locality	verbatimlatitude	verbatimlongitude	longitude	latitude	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode	historyofdeposit	depositor	yeardeposited	monthdeposited	daydeposited
2022-07-21T15:48:55	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	25705	Plantae				Fabaceae	Machaerium	nyctitans		Machaerium nyctitans	(Vell.) Benth.		1988	03	10	Gabriel, J.L.C.					Nicolini Gabriel, E.M.				América	Botucatu				-48.439999	-22.879999	40412												<nO>Árvore alta, flores roxas, presença de espinhos nos ramos bico de pato</nO>	BOTU025705					
2022-07-21T15:48:55	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	25950	Plantae				Fabaceae	Machaerium	nyctitans		Machaerium nyctitans	(Vell.) Benth.		2008	03	26	Martins, M.V.	v91				Martins, M.V.				América	Matão		21°37'14"s	48°32'14"w	-48.537222	-21.620556													<nO>árvore de 3m</nO>	BOTU025950					
2022-07-21T15:48:55	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	35138	Plantae				Fabaceae	Machaerium	nyctitans		Machaerium nyctitans	(Vell.) Benth.		2021	07	02	Cassola, H.	535				Cassola, H.	2021	07	02	América	Botucatu	PNM Cachoeira da Marta, zona de amortecimento	22º55'45"s	48º24'27"w	-48.4075	-22.929167														BOTU035138					
2025-03-27T16:35:59	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	37072	Plantae				Fabaceae	Machaerium	paraguariense		Machaerium paraguariense	Hassl.		2007	10	17	Mello, C.E.P.	404				Mello, C.E.P.	2007	10	17	América	Bofete	Gigante Adormecido			-48.25	-23.1	29333													BOTU037072					
2024-11-28T10:56:57	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	40368	Plantae				Fabaceae	Machaerium	paraguariense		Machaerium paraguariense	Hassl.		2022	12	21	Monteiro, T.C.	885				Monteiro, T.C.				América	Botucatu	Fazenda Experimental Edgárdia	22º49'05"s	48º23'29"w	-48.391389	-22.818056														BOTU040368					
2023-07-05T08:55:27	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	25706	Plantae				Fabaceae	Machaerium	scleroxylon		Machaerium scleroxylon	Tul.		1987	12	23	Gabriel, J.L.C.					Camilo, V.S.	2022	08	16	América	Botucatu				-48.439999	-22.879999	40412												<nO>Árvore alta, trnco sempre descascando, flores roxas, madeira de ótima qualidade caviúna</nO>	BOTU025706					
2022-07-21T15:48:55	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	18608	Plantae				Fabaceae	Machaerium	stipitatum		Machaerium stipitatum	Vogel		1988	02	10	Gabriel, J.L.C.					Gabriel, E.M.N.	1998			América	Agudos				-48.98	-22.459999	52219													BOTU018608					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	1989	Plantae				Fabaceae	Machaerium	stipitatum		Machaerium stipitatum	Vogel		1998	03	24	Assis-Camargo, P.F.Assis Jr., P.F.	527				Assis-Camargo, P.F.	1998	03		América	Agudos				-48.98	-22.459999	52219												<nO>Árvore 6,0 m de altura, caule descamente em tiras estreitas e curtas, folhas cartáceas,flor com cálice verde-claro e corola creme, botões florais verde</nO>	BOTU001989					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	1990	Plantae				Fabaceae	Machaerium	stipitatum		Machaerium stipitatum	Vogel		1998	04	06	Assis-Camargo, P.F.Assis Jr., P.F.	530				Sartori, A.	1998	05		América	Agudos				-48.98	-22.459999	52219												<nO>Árvore 6,0 m de altura, caule descamente em tiras estreitas e curtas, folhas cartáceas,flor com cálice verde-claro e corola creme, fruto verde em formação</nO>	BOTU001990					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	1992	Plantae				Fabaceae	Machaerium	stipitatum		Machaerium stipitatum	Vogel		1998	04	21	Assis-Camargo, P.F.Assis Jr., P.F.; Camargo, C.L.	532				Sartori, A.	1998	05		América	Agudos				-48.98	-22.459999	52219												<nO>Árvore 6,0 m de altura, caule descamente em tiras estreitas e curtas, folhas cartáceas, fruto verde</nO>	BOTU001992					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	21654	Plantae				Fabaceae	Machaerium	stipitatum		Machaerium stipitatum	Vogel		1998	06	16	Manara, M.P.Santos, J.B.F.; Lima, V.B.	30								América	Teodoro Sampaio				-52.16	-22.530001	54606												<nO>Arvorte 6m, caule liso, fruto verde.</nO>	BOTU021654					
2026-01-01T12:06:03	PreservedSpecimen	Brasil	São Paulo	IBGE	HRB	21848	Plantae				Fabaceae	Enterolobium	contortisiliquum		Enterolobium contortisiliquum	(Vell.) Morong		1986	10	27	Pastore, U; et al.	153									Teodoro Sampaio	Reserva Florestal Morro do Diabo Folha Cartográfica SF-22-Y-B Coordenada Coletada.	22º30'30''S	52º20'30''W	-52.3416666	-22.5083333													<nO>Árvore com 12m, diâmetro à altura do peito 0,50m, diâmetro da copa 10m, fanerófita. Frequência rara. Solo/textura:arenoso/média Relevo: Suave Ondulado Floresta Estacional Semidecidual</nO>	HRB00021848					
2022-07-21T15:48:55	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	25779	Plantae				Fabaceae	Machaerium	stipitatum		Machaerium stipitatum	Vogel		2007	03	05	Pinto, D.D.					Fortuna-Perez, A.P.	2007	04	23	América	Botucatu		22°54's	48°23'w	-48.383333	-22.9													<nO>Árvore com 7 m de altura, flor branca</nO>	BOTU025779					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	35739	Plantae				Fabaceae	Machaerium	stipitatum		Machaerium stipitatum	Vogel		2021	08	06	Monteiro, T.C.Gissi, D.S.; Campos, R.P.	480				Camilo, V.S.	2022	08	16	América	Botucatu	Fazenda Edgárdia	22º50'28"s	48º23'48"w	-48.396667	-22.841111														BOTU035739					
2023-08-18T08:23:07	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	37124	Plantae				Fabaceae	Machaerium	vestitum		Machaerium vestitum	Vogel		2006	12	07	Mello, C.E.P.	26				Mello, C.E.P.	2006	12	07	América	Bofete	Gigante Adormecido			-48.25	-23.1	29333													BOTU037124					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	25707	Plantae				Fabaceae	Machaerium	villosum		Machaerium villosum	Vogel		1992	05	23	Utida, R.Carvenale, R.					Engel, V.L.				América	Botucatu				-48.439999	-22.879999	40412												<nO>Jacaranda</nO>	BOTU025707					
2022-07-21T15:48:55	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	25780	Plantae				Fabaceae	Machaerium	villosum		Machaerium villosum	Vogel		2006	11	20	Pinto, D.D.	7				Fortuna-Perez, A.P.	2007	04	23	América	Botucatu				-48.439999	-22.879999	40412												<nO>Árvore com 7 m de altura, flor branca</nO>	BOTU025780					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	28935	Plantae				Fabaceae	Machaerium	villosum		Machaerium villosum	Vogel		2013	04	10	Lara, N.O.T.Bertholdi, A.A.S.; Oliveira, R.M.	1								América	Pardinho		23°03'04"s	48°20'42"w	-48.345	-23.051111													<nO>Hábito arbóreo, folíolos oblongos, pilosos na face abaxial, ramos com cicatrizes de estípulas evidentes</nO>	BOTU028935					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	29427	Plantae				Fabaceae	Machaerium	villosum		Machaerium villosum	Vogel		2004	06	16	Bignotto, R.B.Destro, G.F.G.; Ishara, K.L.	326								América	Botucatu	Distrito de Rubião Júnior, UNESP IB - Jardim Botânico	22°52's	48°26'w	-48.433333	-22.866667													<nO>Árvore 9m, frutos maduros verde amarelados e secos marrons.; Coleção: Jardim Botânico UNESP Botucatu</nO>	BOTU029427					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	29428	Plantae				Fabaceae	Machaerium	villosum		Machaerium villosum	Vogel		2003	12	16	Bignotto, R.B.Destro, G.F.G.; Ishara, K.L.	157				Mantovani, W.	2013	08		América	Botucatu	Distrito de Rubião Júnior, UNESP IB - Jardim Botânico	22°52's	48°26'w	-48.433333	-22.866667													<nO>Árvore 5m, cálice marrom escuro, pétals modificadas brancas.; Coleção: Jardim Botânico UNESP Botucatu</nO>	BOTU029428					
2026-01-23T11:17:11	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	35131	Plantae				Fabaceae	Machaerium	villosum		Machaerium villosum	Vogel		2021	07	02	Cassola, H.	541				Cassola, H.	2021	07	02	América	Botucatu	PNM Cachoeira da Marta, zona de amortecimento	22º55'37"s	48º24'26"w	-48.407222	-22.926944													<nO><ll>dwc_commonname:</ll> jacarandá-paulista</nO>	BOTU035131					
2025-03-27T16:35:59	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	21655	Plantae				Fabaceae	Macropsychanthus	glaber		Macropsychanthus glaber	L.P.Queiroz & Snak		1998	06	19	Manara, M.P.Santos, J.B.F.; Lima, V.B.	14								América	Teodoro Sampaio				-52.16	-22.530001	54606												<nO>Trepadeira, flores roxas, caule liso.</nO>	BOTU021655					
2025-03-27T16:35:59	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	22827	Plantae				Fabaceae	Macropsychanthus	glaber		Macropsychanthus glaber	L.P.Queiroz & Snak		1999	04	10	Amaral Jr., A.Mendonça, J.O.; Barbosa, S.B.; Campos, C.J.	353								América	Panorama		21°44'31.5"s	52°04'52"w	-52.081111	-21.742083													<nO>Trepadeira de flores roxas.</nO>	BOTU022827					
2023-12-19T15:44:11	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	36544	Plantae				Fabaceae	Macroptilium			Macroptilium			2019	04	15	Gissi, D.S.	445				Nascimento, G.M.	2023	12	18	América	Botucatu	Estrada Municipal Geraldo Biral, Usina Indiana	22º54'00"s	48º23'17"w	-48.439999	-22.879999	40412													BOTU036544					
2023-10-27T16:08:56	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	37215	Plantae				Fabaceae	Macroptilium			Macroptilium			2016	03	31	Fortuna-Perez, A.P.					Campos, R.P.	2023	10	16	América	Botucatu	Morro do Peru			-48.439999	-22.879999	40412													BOTU037215					
2023-10-27T16:08:56	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	37218	Plantae				Fabaceae	Macroptilium			Macroptilium			2016	03	31	Fortuna-Perez, A.P.					Campos, R.P.	2023	10	16	América	Botucatu	Morro do Peru			-48.439999	-22.879999	40412													BOTU037218					
2023-10-27T16:08:56	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	37219	Plantae				Fabaceae	Macroptilium			Macroptilium			2016	03	31	Fortuna-Perez, A.P.					Campos, R.P.	2023	10	16	América	Botucatu	Morro do Peru			-48.439999	-22.879999	40412													BOTU037219					
2023-08-25T16:46:47	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	37221	Plantae				Fabaceae	Macroptilium			Macroptilium			2016	03	31	Fortuna-Perez, A.P.					Fortuna-Perez, A.P.	2023	08	24	América	Botucatu	Morro do Peru			-48.439999	-22.879999	40412													BOTU037221					
2023-08-25T16:46:47	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	37222	Plantae				Fabaceae	Macroptilium			Macroptilium			2016	03	31	Fortuna-Perez, A.P.					Fortuna-Perez, A.P.	2023	08	24	América	Botucatu	Morro do Peru			-48.439999	-22.879999	40412													BOTU037222					
2022-07-21T15:48:55	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	17173	Plantae				Fabaceae	Macroptilium	atropupureum		Macroptilium atropupureum	(Moc. & Sessé ex DC.) Urb.		1969	11	25	Gemtchújnicov, I.D.					Silva, E.D.	2011	06	14	América	Matão				-48.360001	-21.6	26922												<nO>Planta herbácea com 70 cm de altura, as folhas possuem uma substância pegajosa e as flores são amarelas</nO>	BOTU017173					
2025-01-10T15:21:53	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	1835	Plantae				Fabaceae	Macroptilium	atropurpureum		Macroptilium atropurpureum	(DC.) Urb.		1971	10	28	Albertini, S.M.R.	25								América	São Manuel				-48.57	-22.73	24793												<nO>Flores azul escuro</nO>	BOTU001835					
2023-12-19T15:44:11	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	38242	Plantae				Fabaceae	Macroptilium	atropurpureum		Macroptilium atropurpureum	(DC.) Urb.		2023	12	08	Pedreira, A.C.G.	1								América	Botucatu	Distrito de Rubião Júnior, estufa do Departamento de Biodiversidade e Bioestatística, IBB UNESP			-48.439999	-22.879999	40412													BOTU038242					
2023-12-19T15:44:11	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	38243	Plantae				Fabaceae	Macroptilium	atropurpureum		Macroptilium atropurpureum	(DC.) Urb.		2023	12	08	Pedreira, A.C.G.	2								América	Botucatu	Distrito de Rubião Júnior, estufa do Departamento de Biodiversidade e Bioestatística, IBB UNESP			-48.439999	-22.879999	40412													BOTU038243					
2023-12-19T15:44:11	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	38244	Plantae				Fabaceae	Macroptilium	atropurpureum		Macroptilium atropurpureum	(DC.) Urb.		2023	12	08	Pedreira, A.C.G.	3								América	Botucatu	Distrito de Rubião Júnior, estufa do Departamento de Biodiversidade e Bioestatística, IBB UNESP			-48.439999	-22.879999	40412													BOTU038244					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	32888	Plantae				Fabaceae	Macroptilium	erythroloma		Macroptilium erythroloma	(Benth.) Urb.		2009	11	01	Gomes, J.A.M.A.Aquino, C.	835				Monteiro, T.C.	2020	06		América	Saltinho	Margem direita, Rio Mogi Guaçu	22°17'60"s	46°47'11"w	-46.786389	0														BOTU032888					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	37466	Plantae				Fabaceae	Macroptilium	prostratum		Macroptilium prostratum	(Benth.) Urb.		2022	09	18	Campos, R.P.Monteiro, T.C.; Nascimento, G.M.	196				Campos, R.P.	2022	10	02	América	Botucatu	Floresta Estadual de Botucatu	22º06'07"s	48º32'24"w	-48.54	-22.101944														BOTU037466					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	37469	Plantae				Fabaceae	Macroptilium	prostratum		Macroptilium prostratum	(Benth.) Urb.		2022	10	26	Campos, R.P.Monteiro, T.C.; Nascimento, G.M.	189				Campos, R.P.	2023	01	26	América	Botucatu	Floresta Estadual de Botucatu	22º06'00"s	48º31'12"w	-48.52	-22.1														BOTU037469					
2022-07-21T15:48:55	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	7788	Plantae				Fabaceae	Macroptilium	prostratum		Macroptilium prostratum	(Benth.) Urb.		1980	11	07	Cunha, M.E.	440				Monteiro, T.C.	2020	06		América	Botucatu				-48.439999	-22.879999	40412												<nO>Flores amareladas papilionadas</nO>	BOTU007788					
2022-07-21T15:48:55	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	1824	Plantae				Fabaceae	Medicago	sativa		Medicago sativa	L.		1971	11	14	Auada, C.	19					1997	11		América	Botucatu				-48.439999	-22.879999	40412												<nO>Flores viólacea</nO>	BOTU001824					
2022-07-21T15:48:55	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	1856	Plantae				Fabaceae	Medicago	sativa		Medicago sativa	L.		1971	11	11	Caceres, D.R.									América	Botucatu				-48.439999	-22.879999	40412												<nO>Erva com flor violeta</nO>	BOTU001856					
2022-07-21T15:48:55	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	1860	Plantae				Fabaceae	Medicago	sativa		Medicago sativa	L.		1971	10	15	Muniz, W.R.	38				Muniz, W.R.				América	Botucatu				-48.439999	-22.879999	40412												<nO>Erva</nO>	BOTU001860					
2022-07-21T15:48:56	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	7388	Plantae				Fabaceae	Mimosa			Mimosa			1979	12	05	Rosa, J.L.A.	11								América	Botucatu				-48.439999	-22.879999	40412												<nO>Planta herbácea, folhas verde, flor lisas</nO>	BOTU007388					
2022-07-21T15:48:55	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	10960	Plantae				Fabaceae	Mimosa			Mimosa			1974	12	06	Gottsberger, I.S.	61274								América	Botucatu	18km ao norte de Botucatu, 14km a leste de São manuel. Ao longo da estrada São Manuel-Piracicaba. Perto da Estação 13 de maio, da antiga linha de trem.	22°45's	48°25'w	-48.416667	-22.75													<nO>Altitude ca. 550m. Uma área de cerrado, consistindo de dois morros e um vale no meio. A área é preservada pela Usina de Açúcar de São Manuel; ; Coleção: Cerrado Estação 13 de Maio</nO>	BOTU010960					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	11637	Plantae				Fabaceae	Mimosa			Mimosa			1984	05	20	Rabelo, J.C.Jureidini, P.	39								América	Botucatu				-48.439999	-22.879999	40412												<nO>Planta arbustiva com 2 a 3 m de altura, flores amarelo-lilás</nO>	BOTU011637					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	13203	Plantae				Fabaceae	Mimosa			Mimosa			1985	05	17	Amaral Jr., A.Campos, C.J.; Castilho, R.M.M.; Lima, V.F.; Neto, M.J.; Trombaco, H.	50								América	Campos do Jordão				-45.59	-22.73	21048												<nO>Arbusto de até 1 m de altura, com frutos secos</nO>	BOTU013203					
2022-07-21T15:48:55	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	13361	Plantae				Fabaceae	Mimosa			Mimosa			1986	02	28	Ono, E.O.	1								América	Botucatu				-48.439999	-22.879999	40412												<nO>Planta com inflorescência lilás</nO>	BOTU013361					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	14505	Plantae				Fabaceae	Mimosa			Mimosa			1986	03	11	Bicudo, L.R.H.Campos, C.J.; Amaral Jr., A.	720								América	Botucatu		22°54's	48°44'19"w	-48.738611	-22.9													<nO>Inflorescência lilás, anteras amarelas, planta rasteira, fruto verde, sem odor</nO>	BOTU014505					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	14509	Plantae				Fabaceae	Mimosa			Mimosa			1986	04	01	Bicudo, L.R.H.Campos, C.J.; Amaral Jr., A.	872								América	Botucatu		22°48's	48°17'05"w	-48.284722	-22.8													<nO>Inflorescência lilás, anteras amarelas, odor muito suave, planta rasteira</nO>	BOTU014509					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	14572	Plantae				Fabaceae	Mimosa			Mimosa			1986	10	23	Bicudo, L.R.H.Campos, C.J.; Amaral Jr., A.	1622								América	Botucatu		22°34's	48°44'19"w	-48.738611	-22.566667													<nO>Estames lilás, annteras amarelas</nO>	BOTU014572					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	14823	Plantae				Fabaceae	Mimosa			Mimosa			1986	08	28	Bicudo, L.R.H.Campos, C.J.; Amaral Jr., A.	1370								América	Botucatu		22°34's	48°44'19"w	-48.738611	-22.566667													<nO>Planta de 1,5 m de altura, corola, estígma, lilás, anteras amarelas sem odor</nO>	BOTU014823					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	15019	Plantae				Fabaceae	Mimosa			Mimosa			1986	10	02	Bicudo, L.R.H.Campos, C.J.; Amaral Jr., A.	1522								América	Botucatu		22°48's	48°17'05"w	-48.284722	-22.8													<nO>Filetes lilases, anteras amarelas, odor suave, agradável</nO>	BOTU015019					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	15020	Plantae				Fabaceae	Mimosa			Mimosa			1986	09	11	Bicudo, L.R.H.Campos, C.J.; Amaral Jr., A.	1418								América	Botucatu		22°34's	48°44'19"w	-48.738611	-22.566667													<nO>Filetes lilases, anteras amarelo-palha, sem odor</nO>	BOTU015020					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	15021	Plantae				Fabaceae	Mimosa			Mimosa			1986	10	23	Bicudo, L.R.H.Campos, C.J.; Amaral Jr., A.	1632								América	Botucatu		22°54's	48°44'19"w	-48.738611	-22.9													<nO>Estames lilases, anteras amarelas</nO>	BOTU015021					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	15033	Plantae				Fabaceae	Mimosa			Mimosa			1986	03	04	Bicudo, L.R.H.Campos, C.J.; Amaral Jr., A.	686								América	Botucatu		22°48's	48°17'05"w	-48.284722	-22.8													<nO>Inflorescência lilás, anteras brancas, sem odor, frutos verdes</nO>	BOTU015033					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	15034	Plantae				Fabaceae	Mimosa			Mimosa			1986	11	01	Bicudo, L.R.H.Campos, C.J.; Amaral Jr., A.	1639								América	Botucatu		22°48's	48°17'05"w	-48.284722	-22.8													<nO>Planta de 1 m de altura, flores com filetes lilás e anteras brancas</nO>	BOTU015034					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	15036	Plantae				Fabaceae	Mimosa			Mimosa			1986	02	13	Bicudo, L.R.H.Campos, C.J.; Amaral Jr., A.	512								América	Botucatu		22°54's	48°44'19"w	-48.738611	-22.9													<nO>Inflorescência cor de rosa</nO>	BOTU015036					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	18054	Plantae				Fabaceae	Mimosa			Mimosa			1992	02	04	Amaral Jr., A.Campos, C.J.; Bicudo, L.R.H.	28								América	Campos do Jordão				-45.59	-22.73	21048												<nO>Arbusto 1 m de altura, inflorescência lilás, sensitiva com espinho</nO>	BOTU018054					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	18087	Plantae				Fabaceae	Mimosa			Mimosa			1992	02	05	Amaral Jr., A.Bicudo, L.R.H.; Campos, C.J.	61				Cota, M.R.C.	2015	11	05	América	Campos do Jordão				-45.59	-22.73	21048												<nO>Planta com 40 cm de altura, inflorescência comestames na base e o ápice rósea</nO>	BOTU018087					
2022-07-21T15:48:55	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	1865	Plantae				Fabaceae	Mimosa			Mimosa			1973	10	03	Bergamo, A.	5								América	Botucatu				-48.439999	-22.879999	40412												<nO>Inflorescência amarelada</nO>	BOTU001865					
2022-07-21T15:48:55	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	1867	Plantae				Fabaceae	Mimosa			Mimosa			1973	10	31	Brioschi, A.P.	1				Cota, M.R.C.	2015	11	05	América	Botucatu				-48.439999	-22.879999	40412												<nO>Erva de uns 25 cm de altura de flores roxa-0clara, pouco perfume</nO>	BOTU001867					
2022-07-21T15:48:55	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	1900	Plantae				Fabaceae	Mimosa			Mimosa			1972	11	10	Périco, I.C.	12				Périco, I.C.	1972	11	13	América	Botucatu				-48.439999	-22.879999	40412												<nO>Arbusto com 20 cm, folhas com pastos, flor roxa clara</nO>	BOTU001900					
2022-07-21T15:48:55	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	1910	Plantae				Fabaceae	Mimosa			Mimosa			1972	10	31	Guerra, M.V.	38				Guerra, M.V.	1972	10	31	América	Botucatu		22°45's	48°25'w	-48.416667	-22.75													<nO>Planta arbustiva, caule fino maleável que pode chegar a 1 m de altura, , flores roxas</nO>	BOTU001910					
2023-12-06T16:52:12	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	1947	Plantae				Fabaceae	Mimosa			Mimosa			1972	09	06	Silva, M.I.	46				Silva, M.I.				América	Botucatu				-48.439999	-22.879999	40412												<nO>Árvores de porte elevado</nO>	BOTU001947					
2024-05-03T15:58:02	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	20986	Plantae				Fabaceae	Mimosa			Mimosa			1996	02	13	Amaral Jr., A.Bicudo, L.R.H.; Rodrigues Jr., C.E.; Barbosa, A.V.G.	13296-67				Amaral Jr., A.	1996	02	13	América	Campos do Jordão				-45.59	-22.73	21048												<nO>Heliófita, capítulos com flores lilás</nO>	BOTU020986					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	22805	Plantae				Fabaceae	Mimosa			Mimosa			1999	04	09	Amaral Jr., A.Mendonça, J.O.; Barbosa, S.B.; Campos, C.J.	331								América	Castilho		21°04'10.6"s	51°44'48.9"w	-51.746917	-21.069611													<nO>Arbusto 1m, com frutos.</nO>	BOTU022805					
2022-07-21T15:48:55	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	27017	Plantae				Fabaceae	Mimosa			Mimosa			1988	10	02	Olveira, A.M.	2								América	Botucatu				-48.439999	-22.879999	40412												<nO>Arbusto, flor roxa, caule e folhas compridas em forma de vagem com pelos</nO>	BOTU027017					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	29119	Plantae				Fabaceae	Mimosa			Mimosa			2006	09	28	Bassoli, A.Ishara, K.L.; Santos, L.B.; Silva, H.L.	76				Bassoli, A.				América	Pratânia	Reserva particular Palmeiras da Serra	22º49'12.3"s	48°44'43.2"w	-48.745333	-22.820083													<nO>Erva 0,15 m de altura, flores rosa</nO>	BOTU029119					
2022-07-21T15:48:55	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	32523	Plantae				Fabaceae	Mimosa			Mimosa			2014	12	12	Alcântara, J.	15								América	Botucatu	Próximo do Parque das Cascaras, indútria Caio e linha ferroviária.	22°53's	48°28'w	-48.466667	-22.883333														BOTU032523					
2022-07-21T15:48:56	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	32874	Plantae				Fabaceae	Mimosa			Mimosa	L.		2017	02	23	Trentim, V.					Valentin, A.	2017	03	06	América	Botucatu	Distrito Rubião Júnior	22°54'21"s	48°30'19"w	-48.505278	-22.905833														BOTU032874					
2022-07-21T15:48:56	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	32876	Plantae				Fabaceae	Mimosa			Mimosa	L.		2017	02	10	Trentim, V.					Cassola, H.	2017	03	06	América	Botucatu	Distrito Rubião Júnior	22°54'21"s	48°30'19"w	-48.505278	-22.905833														BOTU032876					
2024-02-08T09:43:52	PreservedSpecimen	Brasil	São Paulo	UNESP-IBB	BOTU	32900	Plantae				Fabaceae	Mimosa			Mimosa	L.		2004	04	05	Bertoni, J.E.A.Geremias, A.	1060								América	Campinas				-47.060001	-22.9	23900													BOTU032900					
